/begin_header
/data_file_name=nomad_seawifs_v1.3_2005262.txt
/delimiter=comma
/missing=-999
!
! NOMAD: the NASA bio-Optical Marine Algorithm Data set
! Version 1.3.sv, created on 7 March 2007
! SeaWiFS data product validation evaluation data set
! 
! This is a publicly available data set for research use only.
! Compiled by the NASA Ocean Biology Processing Group, Goddard Space Flight Center, U.S.A.
! Source data are available online via the SeaBASS Web site (http://seabass.gsfc.nasa.gov).
! Please contact the SeaBASS Administrator with questions (seabass@seabass.gsfc.nasa.gov).
!
! ~~~~ ALL USERS ARE ASKED TO ACKNOWLEDGE BOTH THE INDIVIDUAL DATA CONTRIBUTORS and SEABASS ~~~~
!
! Data were contributed by participants in the NASA SIMBIOS Program (NRA-96-MTPE-04 
! and NRA-99-OES-09) and by voluntary contributors.  A cruise name accompanies each 
! data record.  Cruise details, including contributors' names, are available online 
! using the "General Search" and "Cruise Search" utilities on the SeaBASS Web site 
! (http://seabass.gsfc.nasa.gov/search.html). 
!
! CITATION: Werdell, P.J. and S.W. Bailey, 2005: An improved in situ 
! bio-optical data set for ocean color algorithm development and satellite
! data product validation.  Remote Sensing of Environment, 98(1), 122-140.
!
! ~~~~ VALIDATION DISCLAIMER ~~~~
!
! The SeaWiFS data were acquired from the NASA OBPG and processed using an evaluation 
! version of MSL12 (5.6.0), which makes use of a developmental calibration table and
! vicarious gains.  These results cannot be replicated using previous versions of MSL12
! and the operational (Reprocessing 5.1) SeaWiFS calibration.  Operational validation
! results are available online via: http://seabass.gsfc.nasa.gov/matchup_results.html  
!
! The validation match-ups were generated following Bailey and Werdell (2006, Rem. Sens. 
! Environ., 102, 12-23).  To increase the sample size of this subset and to facilitate
! the evaluation of the validation exclusion criteria, the temporal and satellite 
! coefficient of variation thresholds were relaxed from those applied operationally by 
! the OBPG (+/- 3 hours and 0.15, respectively, as described in the above reference). 
! However, those stations satisfying these thresholds (and, therefore, used in the 
! operational OBPG validation data set) are indicated by '1' in the 'valid' column.          
!
! alphabetical description of data products
! -----------------------------------------
! ad       ~ detrital (non-algal) absorption coefficient (m-1)
! ag       ~ dissolved (gelbstoff) absorption coefficient (m-1)
! ap       ~ particulate absorption coefficient (m-1)
! bb       ~ total backscattering coefficient (m-1)
! chl      ~ fluorometric chlorophyll a
! cruise   ~ field campaign on which data record was collected
! cv       ~ coefficient of variation of valid SeaWiFS pixels (unitless)
! es       ~ spectral surface irradiance (uW cm-2 nm-1)
! etopo2   ~ NGDC ETOPO2 water depth (meters)
! flag     ~ NOMAD binary indicator flag (unitless)
! id       ~ NOMAD record identifier (unitless)
! kd       ~ diffuse downwelling irradiance coefficient (m-1)
! lw       ~ spectral water-leaving radiance (uW cm-2 nm-1 sr-1)
! oisst    ~ optimal interpolation (OI) sea surface temperature (SST) (degrees C)
! sal      ~ average salinity for 0-3 meters (PSU)
! sat_file ~ corresponding satellite Level-1A file
! sat_rrs  ~ satellite remote-sensing reflectance (sr-1)
! senz     ~ satellite viewing (zenith) angle (degrees)
! solz     ~ solar zenith angle at time of satellite overpass (degrees)
! tdiff    ~ time difference between the satellite and in situ observations (seconds)
! valid    ~ indicates satisfaction of the operational OBPG exclusion criteria (unitless)
! wt       ~ average water temperature for 0-3 meters (degrees C)
!
! dates and times are UTC
! negative latitudes are south of the Equator
! negative longitudes are west of the Prime Meridian
!
! references
! ----------
! oisst  ~ Reynolds et al. 2002 (J. Climate, 15, 1609-1625)
! etopo2 ~ Smith and Sandwell 1997 (Science, 277, 1956-1962); Jakobsson et al. 2000 (EOS Trans. AGU, 81, 89)
!
/fields=year,month,day,hour,minute,second,lat,lon,id,oisst,etopo2,chl,chl_a,kd405,kd411,kd443,kd455,kd465,kd489,kd510,kd520,kd530,kd550,kd555,kd560,kd565,kd570,kd590,kd619,kd625,kd665,kd670,kd683,lw405,lw411,lw443,lw455,lw465,lw489,lw510,lw520,lw530,lw550,lw555,lw560,lw565,lw570,lw590,lw619,lw625,lw665,lw670,lw683,es405,es411,es443,es455,es465,es489,es510,es520,es530,es550,es555,es560,es565,es570,es590,es619,es625,es665,es670,es683,ap405,ap411,ap443,ap455,ap465,ap489,ap510,ap520,ap530,ap550,ap555,ap560,ap565,ap570,ap590,ap619,ap625,ap665,ap670,ap683,ad405,ad411,ad443,ad455,ad465,ad489,ad510,ad520,ad530,ad550,ad555,ad560,ad565,ad570,ad590,ad619,ad625,ad665,ad670,ad683,ag405,ag411,ag443,ag455,ag465,ag489,ag510,ag520,ag530,ag550,ag555,ag560,ag565,ag570,ag590,ag619,ag625,ag665,ag670,ag683,bb405,bb411,bb443,bb455,bb465,bb489,bb510,bb520,bb530,bb550,bb555,bb560,bb565,bb570,bb590,bb619,bb625,bb665,bb670,bb683,wt,sal,flag,cruise,sat_rrs412,sat_rrs443,sat_rrs490,sat_rrs510,sat_rrs555,sat_rrs670,sat_file,tdiff,solz,senz,cv,valid
1998,01,30,20,04,00,33.327,-119.662,1060,16.69,3,0.693,-999,-999,0.09453,0.08005,0.07186,-999,0.05966,0.07018,-999,0.07689,-999,0.09224,-999,-999,0.10166,-999,-999,-999,-999,-999,-999,-999,0.24497,0.2729,-999,-999,0.30639,0.25291,-999,-999,-999,0.14289,-999,-999,-999,-999,-999,-999,0.00401,-999,-999,-999,83.534,96.341,-999,-999,105.604,106.293,-999,-999,-999,101.524,-999,105.746,-999,-999,-999,-999,-999,87.616,-999,0.02987,0.03248,0.03843,0.03442,0.03351,0.02533,0.0152,0.01196,0.00955,0.00623,0.00557,0.00501,0.00467,0.00447,0.0048,0.00474,0.00499,0.01062,0.01356,0.01143,0.0034,0.0032,0.00233,0.00206,0.00187,0.00147,0.00119,0.00108,0.00098,0.0008,0.00077,0.00072,0.00069,0.00066,0.00053,0.0004,0.00038,0.00026,0.00025,0.00021,0.05035,0.04301,0.01861,0.01361,0.01048,0.00561,0.00326,0.00251,0.00194,0.00116,0.00102,0.00089,0.00079,0.00069,0.00041,0.0002,0.00017,6e-05,6e-05,4e-05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,16.17,33.67,1197267,cal9802,0.00169,0.00232,0.00267,0.0021,0.00126,6e-05,S1998030195628.L1A_MLAC,-120,50.9,43.3,0.1321,1
1998,04,14,18,33,00,34.23,-119.412,1077,14.14,41,3.679,1.985,-999,0.12014,0.13466,0.13432,-999,0.10833,0.1074,-999,0.11656,-999,0.11725,-999,-999,0.10507,-999,-999,-999,-999,-999,-999,-999,0.26289,0.27747,-999,-999,0.34404,0.34761,-999,-999,-999,0.32051,-999,-999,-999,-999,-999,-999,0.02284,-999,-999,-999,105.334,124.602,135.484,-999,132.62,130.949,-999,124.622,-999,125.022,-999,-999,119.476,-999,-999,-999,83.788,-999,-999,0.08724,0.08889,0.07801,0.06482,0.05867,0.04291,0.03075,0.02624,0.02272,0.0171,0.01555,0.01417,0.01321,0.0125,0.01203,0.0127,0.01322,0.02654,0.03196,0.02654,0.03432,0.03206,0.02227,0.01943,0.01734,0.01319,0.01039,0.00927,0.00827,0.00659,0.00622,0.00588,0.00555,0.00525,0.00418,0.003,0.0028,0.00178,0.00168,0.00145,0.07845,0.07149,0.04362,0.03627,0.0311,0.02152,0.01561,0.0134,0.0115,0.00848,0.00786,0.00728,0.00675,0.00626,0.00462,0.00298,0.00272,0.00149,0.00138,0.00113,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1180887,cal9804,-0.00022,0.00025,0.00093,0.00117,0.00164,9e-05,S1998104205003.L1A_MLAC,8520,28,52.6,0.3102,0
1998,09,20,19,29,00,33.325,-119.67,1101,18.38,3,0.594,-999,-999,0.07042,0.05441,0.05128,-999,0.04873,0.05202,-999,0.05502,-999,0.07364,-999,-999,0.07984,-999,-999,-999,-999,-999,-999,-999,0.42861,0.45992,-999,-999,0.47531,0.37476,-999,-999,-999,0.19839,-999,-999,-999,-999,-999,-999,0.00563,-999,-999,-999,100.694,116.89,126.493,-999,125.665,123.951,-999,120.936,-999,117.97,-999,-999,112.265,-999,-999,-999,68.07,-999,-999,0.03985,0.04102,0.04094,0.03633,0.03346,0.02449,0.01577,0.01299,0.01053,0.00788,0.0074,0.0069,0.00636,0.00585,0.00578,0.00485,0.00484,0.00839,0.0102,0.00797,0.01764,0.01663,0.01216,0.01081,0.0098,0.00774,0.00631,0.00571,0.00519,0.00426,0.00406,0.00386,0.00368,0.00351,0.00288,0.00217,0.00204,0.00138,0.00132,0.00116,0.03398,0.02775,0.00951,0.00639,0.0046,0.00211,0.00107,0.00078,0.00057,0.0003,0.00026,0.00022,0.00019,0.00016,9e-05,4e-05,3e-05,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1180891,cal9809,0.00747,0.00639,0.0053,0.00431,0.00262,0.00041,S1998263204950.L1A_MLAC,5280,35.8,54.6,0.1375,1
1998,03,12,14,03,00,10.485,-64.665,1683,24.96,1387,6.234,-999,-999,-999,-999,-999,-999,0.12564,0.03077,-999,0.09443,-999,0.09546,-999,-999,-999,0.03651,-999,-999,-999,-999,-999,-999,0.130347,0.133052,-999,-999,0.17913,-999,-999,0.247296,-999,0.291588,-999,-999,-999,-999,-999,-999,0.0457443,-999,0.0967996,-999,117.126,134.629,136.242,-999,146.697,143.849,-999,146.404,-999,141.823,-999,-999,-999,129.63,-999,-999,116.622,-999,110.76,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,21.92,36.86,149187,car29,0.00204,0.00184,0.00194,0.00207,0.00235,0.00065,S1998071155307.L1A_GAC,7620,14.4,42.7,0.1562,0
1998,11,10,15,16,00,10.5,-64.67,1694,27.67,1407,0.081,-999,-999,0.06118,0.05012,0.04763,-999,0.04332,0.05639,-999,0.06323,-999,0.09213,-999,-999,-999,0.25721,-999,-999,-999,-999,-999,-999,0.646851,0.703564,-999,-999,0.672751,-999,-999,0.329227,-999,0.235895,-999,-999,-999,-999,-999,-999,0.00789087,-999,0.00722506,-999,126.638,146.873,159.599,-999,156.616,152.692,-999,158.938,-999,148.571,-999,-999,-999,140.855,-999,-999,121.879,-999,117.558,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27.26,36.61,149187,car36,0.00584,0.00555,0.00489,0.00321,0.00179,0.00015,S1998314160024.L1A_MLAC,3420,27.8,36.1,0.068,1
1999,05,06,15,55,00,10.5,-64.67,1698,26.55,1407,0.18,-999,-999,0.0629,0.05232,-999,-999,0.0411,-999,-999,0.05266,-999,0.05999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.452102,0.505942,-999,-999,0.559257,-999,-999,0.344348,-999,0.222703,-999,-999,-999,-999,-999,-999,0.0125914,-999,0.01269,-999,132.708,150.426,-999,-999,159.105,-999,-999,158.715,-999,147.397,-999,-999,-999,-999,-999,-999,129.588,-999,127.079,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,25.41,36.9,149187,car42,0.0033,0.00361,0.00402,0.00307,0.0021,0.00016,S1999126154247.L1A_MLAC,60,7.5,55.2,0.0483,1
1999,12,07,16,27,00,10.5,-64.67,1705,27.87,1407,0.124,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.735411,0.785479,-999,-999,0.749338,-999,-999,0.391327,-999,0.239827,-999,-999,-999,-999,-999,-999,0.0174212,-999,0.0144034,-999,119.797,134.989,-999,-999,143.694,-999,-999,144.909,-999,124.323,-999,-999,-999,-999,-999,-999,117.076,-999,112.297,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,28.4,36.03,149187,car49,0.00575,0.00558,0.0049,0.00305,0.00154,4e-05,S1999341163430.L1A_MLAC,1380,34.6,50.9,0.0468,1
2000,07,07,14,46,00,10.5,-64.67,1711,26.09,1407,1.053,-999,-999,0.07981,0.10416,-999,-999,0.05642,-999,-999,0.07244,-999,0.09089,-999,-999,-999,-999,-999,-999,0.32629,-999,-999,-999,0.281109,0.287851,-999,-999,0.313586,-999,-999,0.254575,-999,0.191711,-999,-999,-999,-999,-999,-999,0.0169018,-999,0.0192922,-999,126.732,144.378,-999,-999,152.287,-999,-999,152.496,-999,125.492,-999,-999,-999,-999,-999,-999,126.073,-999,121.632,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,22.74,36.89,149187,car56,0.00195,0.00242,0.00252,0.00206,0.00185,0.00027,S2000189160540.L1A_MLAC,5640,12,24.8,0.0514,1
2000,10,10,14,28,00,10.5,-64.67,1714,27.68,1407,0.113,-999,-999,0.05051,0.04655,-999,-999,0.04013,-999,-999,0.06267,-999,0.07666,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.839875,0.81384,-999,-999,0.760984,-999,-999,0.412725,-999,0.235697,-999,-999,-999,-999,-999,-999,0.014555,-999,0.0127414,-999,138.133,156.98,-999,-999,167.276,-999,-999,167.738,-999,135.448,-999,-999,-999,-999,-999,-999,137.55,-999,133.44,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27.14,36.67,149187,car59,0.00706,0.00614,0.00524,0.00347,0.00197,0.00013,S2000284155415.L1A_MLAC,6060,17.5,38.9,0.0326,1
2001,02,16,15,37,00,10.5,-64.67,1716,24.29,1407,3.905,-999,-999,0.26394,0.27191,-999,-999,0.18403,-999,-999,0.155,-999,0.1507,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.178821,0.176906,-999,-999,0.218565,-999,-999,0.249707,-999,0.244051,-999,-999,-999,-999,-999,-999,0.0338582,-999,0.0679083,-999,119.753,133.411,-999,-999,143.548,-999,-999,145.813,-999,138.478,-999,-999,-999,-999,-999,-999,117.32,-999,112.772,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,21.35,36.76,149187,car63,0.00156,0.00159,0.00166,0.00163,0.00193,0.00062,S2001047164333.L1A_MLAC,4860,23.5,57.8,0.1112,1
2001,03,14,15,37,00,10.5,-64.67,1717,23.82,1407,7.148,-999,-999,0.40677,0.4067,-999,-999,0.27769,-999,-999,0.22004,-999,0.18145,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.165188,0.159035,-999,-999,0.207153,-999,-999,0.281347,-999,0.32739,-999,-999,-999,-999,-999,-999,0.0742179,-999,0.144775,-999,135.177,150.418,-999,-999,160.903,-999,-999,163.286,-999,155.71,-999,-999,-999,-999,-999,-999,132.74,-999,128.046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,21.38,36.76,149187,car64,0.0016,0.00156,0.00155,0.00158,0.0021,0.00083,S2001073153759.L1A_MLAC,960,15.4,58.2,0.0872,1
2001,07,10,15,15,00,10.5,-64.67,1721,25.77,1407,0.22,-999,-999,0.08064,0.06545,-999,-999,0.06115,-999,-999,0.06747,-999,0.07308,-999,-999,-999,-999,-999,-999,1.86591,-999,-999,-999,0.477491,0.531094,-999,-999,0.582658,-999,-999,0.393269,-999,0.269111,-999,-999,-999,-999,-999,-999,0.0190227,-999,0.0164143,-999,134.87,149.413,-999,-999,159.99,-999,-999,161.183,-999,153.56,-999,-999,-999,-999,-999,-999,129.485,-999,126.368,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.75,36.93,149187,car68,0.00341,0.00342,0.00338,0.00238,0.00152,-0.00014,S2001191160316.L1A_MLAC,3780,11.7,28.6,0.0821,1
2001,10,09,15,36,00,10.5,-64.67,1724,27.43,1407,0.337,-999,-999,0.07456,0.06444,-999,-999,0.05022,-999,-999,0.06808,-999,0.07949,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.57992,0.570284,-999,-999,0.609241,-999,-999,0.405262,-999,0.272434,-999,-999,-999,-999,-999,-999,0.0189427,-999,0.0226675,-999,138.008,153.13,-999,-999,162.089,-999,-999,162.962,-999,156.291,-999,-999,-999,-999,-999,-999,132.872,-999,130.599,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.4,36.76,149187,car71,0.00472,0.00453,0.00407,0.0029,0.00172,0.00011,S2001282164221.L1A_MLAC,4920,21.4,56.7,0.1224,1
2002,02,14,15,25,00,10.5,-64.67,1727,24.08,1407,2.67,-999,-999,0.39402,0.35607,-999,-999,0.20386,-999,-999,0.16107,-999,0.14573,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.264042,0.249665,-999,-999,0.305302,-999,-999,0.351867,-999,0.331917,-999,-999,-999,-999,-999,-999,0.0570694,-999,0.0877509,-999,138.961,151.571,-999,-999,164.607,-999,-999,169.067,-999,159.481,-999,-999,-999,-999,-999,-999,134.738,-999,130.278,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,22.65,36.85,149187,car75,0.00247,0.00243,0.00234,0.00231,0.00224,0.00058,S2002045163414.L1A_GAC,4560,23.5,35.1,0.1098,1
2002,03,12,16,10,00,10.5,-64.67,1728,24.59,1407,1.972,-999,-999,0.19219,0.17206,-999,-999,0.14132,-999,-999,0.12453,-999,0.1204,-999,-999,-999,-999,-999,-999,0.25704,-999,0.24802,-999,0.238421,0.229432,-999,-999,0.287287,-999,-999,0.321145,-999,0.284079,-999,-999,-999,-999,-999,-999,0.0365741,-999,0.0625324,-999,138.344,150.596,-999,-999,161.824,-999,-999,166.232,-999,157.288,-999,-999,-999,-999,-999,-999,133.313,-999,128.72,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,22.78,36.8,149187,car76,0.00191,0.00209,0.00196,0.00201,0.00193,0.00046,S2002071162907.L1A_MLAC,2100,14.4,40.6,0.1606,0
2002,06,12,16,18,00,10.5,-64.67,1731,26.17,1407,0.13,-999,-999,0.05214,0.04598,-999,-999,0.03799,-999,-999,0.05259,-999,0.06418,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.677429,0.66485,-999,-999,0.67216,-999,-999,0.392995,-999,0.236545,-999,-999,-999,-999,-999,-999,0.0135942,-999,0.0118897,-999,131.323,144.392,-999,-999,155.765,-999,-999,158.271,-999,149.194,-999,-999,-999,-999,-999,-999,126.578,-999,124.387,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.15,37.01,149187,car79,0.00405,0.00463,0.00434,0.00314,0.00203,0.00029,S2002163161006.L1A_MLAC,780,13.1,22.4,0.0599,1
2003,03,11,15,58,00,10.5,-64.67,1741,23.79,1407,3,-999,-999,0.23147,-999,-999,-999,0.1517,-999,-999,0.13839,-999,0.13115,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.182013,0.198997,-999,-999,0.248746,-999,-999,0.277528,-999,0.270258,-999,-999,-999,-999,-999,-999,0.0357916,-999,0.0517484,-999,132.56,143.647,-999,-999,160.178,-999,-999,166.396,-999,156.917,-999,-999,-999,-999,-999,-999,134.902,-999,131.498,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,22.08,36.8,149187,car87,0.00175,0.00214,0.00237,0.00237,0.00265,0.00079,S2003070161244.L1A_MLAC,1800,14.2,26,0.0383,1
2003,09,10,15,51,00,10.5,-64.67,1744,28.26,1407,0.16,-999,-999,0.06223,0.04376,-999,-999,0.03697,-999,-999,0.05643,-999,0.07787,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.584801,0.619272,-999,-999,0.619438,-999,-999,0.365065,-999,0.228325,-999,-999,-999,-999,-999,-999,0.0176461,-999,0.015869,-999,140.998,151.532,-999,-999,168.771,-999,-999,173.48,-999,162.945,-999,-999,-999,-999,-999,-999,138.513,-999,136.656,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,27.04,36.76,149187,car93,0.00658,0.00606,0.00524,0.00392,0.00259,0.00055,S2003253161859.L1A_MLAC,2580,7.3,23.5,0.0447,1
2003,12,09,16,24,00,10.5,-64.67,1746,27.35,1407,0.114,-999,-999,0.04957,0.04284,-999,-999,0.03776,-999,-999,0.05879,-999,0.07262,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.709743,0.721136,-999,-999,0.696022,-999,-999,0.358305,-999,0.206844,-999,-999,-999,-999,-999,-999,0.0123174,-999,0.0106776,-999,117.628,124.791,-999,-999,139.572,-999,-999,144.904,-999,137.46,-999,-999,-999,-999,-999,-999,117.094,-999,115.096,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,18115,car95,0.00604,0.0057,0.00469,0.00309,0.0016,0.00012,S2003343165552.L1A_MLAC,2460,35.9,51.1,0.0655,1
